Date,Close,High,Low,Open,Volume,returns,vol_20d,vol_60d,vol_ratio,ma_50,ma_200,trend_strength,ma_slope,mom_1m,mom_3m,mom_6m,mom_12m,mom_quality,price_vs_ma50,price_vs_ma200,vol_scale,month,seasonal_score,VIX,vix_ma20,vix_regime,regime_score,base_position,adjusted_position,final_position,signal
2006-01-25,87.19754028320312,87.55552565285362,86.6330162059985,87.45914477439526,87747700,0.0008694107867888157,0.11392098367103393,0.08964417718741921,1.2708129768747742,86.86656295776368,83.32641941070557,0.04645730489650926,0.010657036859178515,-0.0002364444837886781,0.06144896718868176,0.036756126973633174,0.10278811791692166,0.02038529867836838,0.0038101809737813228,0.04645730489650926,1.0441957262000556,1,1.0,12.869999885559082,11.87949995994568,0,40,0.4,0.41767829048002225,0.41767829048002225,0.41777675423396393
2006-01-26,87.67942810058594,87.89284211220513,87.26636652065464,87.60369953148953,71294000,0.005526392325032603,0.10886807763505443,0.08586161871386416,1.2679481154188326,86.92511581420898,83.36173286437989,0.05179469149508265,0.00969788090690793,0.004733622691873718,0.06945485274976382,0.03869576970947963,0.10557230735368028,0.024233301490482733,0.0086777254112517,0.05179469149508265,1.0922189828295756,1,1.0,12.420000076293945,11.921999979019166,0,55,0.55,0.6007204405562666,0.6007204405562666,0.41767829048002225
2006-01-27,88.49177551269531,88.57439517820652,87.7413809562901,87.88595749239063,65771200,0.009264971609731054,0.11290796249984521,0.08741267034039342,1.2916658656024425,87.00087448120117,83.40586200714111,0.06097789032045197,0.009076423802875544,0.024467806505605427,0.08252811155828121,0.04175519512666548,0.11391460495808836,0.03437169405324501,0.017136621216563695,0.06097789032045197,1.0534821040290583,1,1.0,11.970000267028809,11.95299997329712,0,65,0.65,0.6847633676188879,0.6847633676188879,0.6007204405562666
2006-01-30,88.4229507446289,88.67766936344665,88.36099386514248,88.4229507446289,33709600,-0.0007777532733144188,0.11124209299449067,0.08742935919522556,1.2723654161308953,87.08142013549805,83.45484272003173,0.05953049412918817,0.008589143544870836,0.021391476175775415,0.09331808255232033,0.047927386884466294,0.11304825422788944,0.036892609134877595,0.01540547463561624,0.05953049412918817,1.0691176260040884,1,1.0,12.390000343322754,11.992000007629395,0,65,0.65,0.6949264569026575,0.6949264569026575,0.6847633676188879
2006-01-31,87.77582550048828,88.49179623935318,87.76893965135575,88.34034957734904,72937000,-0.007318521251451604,0.11294645673614365,0.08695131656047503,1.2989620077527968,87.14559936523438,83.50608909606933,0.051130839087756154,0.008171363899219797,0.01845225254142724,0.06991587013948863,0.04101479314757017,0.09807611125422366,0.02930025273761812,0.00723187561786771,0.051130839087756154,1.053126208898922,1,1.0,12.949999809265137,12.03600001335144,0,55,0.55,0.5792194148944071,0.5792194148944071,0.6949264569026575
2006-02-01,88.38850402832031,88.41603691054837,87.9272520917496,87.99609480204397,63561000,0.006980037206584022,0.09780733142913081,0.08757859747538267,1.116794904789647,87.2062809753418,83.55921039581298,0.057794869166802446,0.007878849253593945,0.031161844746176115,0.07442447233114868,0.04204534599722276,0.09876662991547236,0.03476054945886386,0.013556627341014538,0.057794869166802446,1.214484778248156,2,1.0,12.359999656677246,12.096999979019165,0,75,0.75,0.910863583686117,0.910863583686117,0.5792194148944071
2006-02-02,87.36277770996094,88.21643930515984,87.29393496479994,88.18890640898726,83626900,-0.01160474803409639,0.1057024943019481,0.09116498943208144,1.159463681841341,87.23973739624023,83.60411273956299,0.04495789557753749,0.007168642272150416,0.0015791462429020076,0.05878296510647374,0.027227487622340174,0.08273779108447243,0.018780321876201236,0.0014103700606280176,0.04495789557753749,1.1246222572869051,2,1.0,13.229999542236328,12.189999961853028,0,50,0.5,0.5623111286434526,0.5623111286434526,0.910863583686117
2006-02-03,86.92906951904297,88.388560063413,86.8395744641599,87.14248888432634,86040400,-0.004964450562204625,0.10702203009544611,0.0919106761649742,1.1644134779658017,87.25589080810546,83.65231391906738,0.0391711292427106,0.006653545542832928,-0.008090605448657473,0.04262351336042536,0.030389245721959668,0.0801700063962858,0.01231349225487337,-0.0037455498538344453,0.0391711292427106,1.1108845102611975,2,1.0,12.960000038146973,12.272499942779541,0,50,0.5,0.5554422551305987,0.5554422551305987,0.5623111286434526
2006-02-06,87.1562271118164,87.29391782747209,86.8601986386114,87.04607979165561,45511900,0.0026131372857232105,0.1026704270525288,0.09198812148002815,1.1161270107556216,87.26919189453125,83.69414604187011,0.04136586886512111,0.0060344295117273905,-0.006123216718945557,0.04090254784533576,0.040144345152192784,0.07155301793841429,0.014193579782961955,-0.0012944405724687285,0.04136586886512111,1.157514282633341,2,1.0,13.039999961853027,12.374499940872193,0,50,0.5,0.5787571413166706,0.5787571413166706,0.5554422551305987
2006-02-07,86.3851547241211,87.19751132445654,86.3300784540463,87.00474437919478,71208100,-0.008847014301182066,0.1057968511143071,0.09402845993677937,1.125157757400688,87.25707275390624,83.73361709594727,0.031666345252176646,0.005128071580265958,-0.023046007889887088,0.03304516479381747,0.032875068336549074,0.06348820807284272,0.005507713878019893,-0.009992519829816504,0.031666345252176646,1.1236286346267013,2,1.0,13.59000015258789,12.497499942779541,0,50,0.5,0.5618143173133506,0.5618143173133506,0.5787571413166706
2006-02-08,87.16997528076172,88.18886529214129,86.46776595136656,86.6398753602078,59422200,0.009085132267772522,0.11181878217606048,0.09450154713626224,1.1832481643377588,87.2592805480957,83.77443134307862,0.040531984320817935,0.004520929307666677,-0.016696686472652877,0.04140682864262235,0.03600830508210229,0.07189991022737185,0.010097415372744637,-0.0010234472112655157,0.040531984320817935,1.0636526798590398,2,1.0,12.829999923706055,12.595999956130981,0,50,0.5,0.5318263399295199,0.5318263399295199,0.5618143173133506
2006-02-09,87.02539825439453,87.84463541471291,86.99786012051699,87.3764976435187,62023300,-0.001658564498860149,0.11080965927223103,0.09441625011514934,1.1736291066112923,87.27092376708984,83.81835998535156,0.03826176352774551,0.003978228267420114,-0.019317562700101543,0.039679588247765185,0.03479322674773311,0.07819453111751895,0.00861825414906688,-0.0028133713050932274,0.03826176352774551,1.0732525327514624,2,1.0,13.119999885559082,12.704999971389771,0,50,0.5,0.5366262663757312,0.5366262663757312,0.5318263399295199
2006-02-10,87.18376159667969,87.52109464424488,86.36451894308638,87.03919029058031,64508700,0.0018197370590851136,0.11074346422810633,0.09443226570254402,1.1727290815719873,87.2876513671875,83.86155246734619,0.03961540219073687,0.003296252913507214,-0.020647783896744265,0.04021040608199056,0.03257354861987549,0.07627816007750998,0.007928758223528957,-0.0011902000899391724,0.03961540219073687,1.073888310416431,2,1.0,12.869999885559082,12.788499975204468,0,50,0.5,0.5369441552082155,0.5369441552082155,0.5366262663757312
2006-02-13,87.02539825439453,87.28700264768818,86.70871234098381,87.15619782486036,52308700,-0.001816431631130544,0.11079959928552655,0.094164824172418,1.1766559355821646,87.31052520751953,83.90887706756592,0.03714173393500536,0.0026309294412631967,-0.018556035936568627,0.03032350168934106,0.037063878031772246,0.06516031108609321,0.007067451420618746,-0.0032656653072159606,0.03714173393500536,1.0733491064984082,2,1.0,13.350000381469727,12.894500017166138,0,50,0.5,0.5366745532492041,0.5366745532492041,0.5369441552082155
2006-02-14,87.9478988647461,88.14066054242792,86.88770438513423,87.05981377625898,90964400,0.010600360686140009,0.11771660169651506,0.09636092518615169,1.2216217462535577,87.33431793212891,83.9555504989624,0.04755311997904224,0.002165554752840748,-0.0072275341820545735,0.03771146030646921,0.041623719386424174,0.07725444617754085,0.01332744924189532,0.00702565666218429,0.04755311997904224,1.0108106051314187,2,1.0,12.25,12.911500024795533,1,55,0.55,0.5559458328222804,0.5559458328222804,0.5366745532492041
2006-02-15,88.2577133178711,88.34033298721778,87.5968137390902,87.89972801566755,85471300,0.0035227044321031187,0.1175367339978454,0.09486216625800142,1.2390264594862277,87.36211532592773,84.00156593322754,0.0506674766995028,0.0017869624623712,-0.0010129669265867003,0.04195643389992454,0.059063439448274524,0.07703267413531001,0.019296085509165912,0.010251560285623738,0.0506674766995028,1.0123444096425096,2,1.0,12.3100004196167,12.914500045776368,1,70,0.7,0.7086410867497567,0.7086410867497567,0.5559458328222804
2006-02-16,88.91862487792969,88.95304886736868,88.24394830005092,88.35410086436501,61017900,0.007488428322159679,0.11974127226126328,0.09567633022029955,1.2515245096206449,87.40682922363281,84.05020671844483,0.0579227386768162,0.0019153178629327527,0.010483510806950758,0.05359228682861161,0.06708169174142897,0.08438194908362817,0.027179652485897793,0.017296081641731954,0.0579227386768162,0.9938606555374098,2,1.0,11.479999542236328,12.889500045776368,1,70,0.7,0.6957024588761868,0.6957024588761868,0.7086410867497567
2006-02-17,88.67766571044922,88.9186231270508,88.5193279678197,88.84289455366685,40342600,-0.0027098840969623783,0.09857594329463062,0.0954712336289391,1.0325198444356378,87.44343734741211,84.09458644866943,0.054499099827041264,0.002149385417645977,0.003897119701973706,0.048610076118144274,0.06427723534535112,0.09025853303467235,0.023354263552450086,0.014114591105716993,0.054499099827041264,1.2051103512515826,2,1.0,12.010000228881836,12.762000036239623,1,80,0.8,0.9640882810012661,0.9640882810012661,0.6957024588761868
2006-02-21,88.45732879638672,89.08379887150619,88.31963290717924,88.88415663970973,46456300,-0.0024846945653931307,0.09893280911282577,0.09533299010266838,1.037760475217242,87.48577301025391,84.13800022125244,0.05133624003156731,0.002481759152581642,0.02000441457563018,0.03635318645908514,0.05920593988835754,0.0861041405857439,0.025018205013722847,0.011105300355738276,0.05133624003156731,1.200806832764183,2,1.0,12.40999984741211,12.68600001335144,1,80,0.8,0.9606454662113464,0.9606454662113464,0.9640882810012661
2006-02-22,88.99434661865234,89.2559458079009,88.56750809089519,88.65012776014949,42326700,0.0060709251519650564,0.10067028201817425,0.09540499448566955,1.0551888039079085,87.53994522094726,84.1853556060791,0.0571238427152998,0.003241828520179846,0.02254448414642618,0.03856216156731285,0.06563629986993669,0.10918980238931919,0.027452049059504505,0.016614145622712396,0.0571238427152998,1.1802858969010155,2,1.0,11.880000114440918,12.61449999809265,1,80,0.8,0.9442287175208124,0.9442287175208124,0.9606454662113464
2006-02-23,88.86351013183594,89.24903343533752,88.31275805338132,88.99431493225015,43423200,-0.0014701662722133024,0.10107782233053719,0.09547772672574731,1.058653424173742,87.58698043823242,84.22957778930665,0.055015500067217386,0.003755473206727755,0.019991719230056493,0.03184006809292339,0.06607123587280461,0.09967771160891536,0.02510512827716839,0.014574422901857523,0.055015500067217386,1.1755736678181592,2,1.0,11.869999885559082,12.564499998092652,1,80,0.8,0.9404589342545274,0.9404589342545274,0.9442287175208124
2006-02-24,89.09072875976562,89.13891393819135,88.64323793444247,88.88419534074926,36777400,0.0025569395986337895,0.09984293195922392,0.09430603144542565,1.0587120508511954,87.63691665649414,84.2790790939331,0.05709186333739721,0.004193755189082937,0.02171148945731427,0.030055737312455477,0.0784136266163784,0.09524617034790728,0.02731910629474077,0.016589037573856234,0.05709186333739721,1.1899693678930545,2,1.0,11.460000038146973,12.516499996185303,1,80,0.8,0.9519754943144436,0.9519754943144436,0.9404589342545274
2006-02-27,89.12516021728516,89.52444488819744,89.00123595359791,89.08384512623812,35858600,0.0003864763258629722,0.09472246638328875,0.09424546916214913,1.0050612217794677,87.67576293945312,84.3265790939331,0.05690472891123465,0.004446351416112604,0.016488840632499002,0.024531798925794268,0.07492638403128149,0.08493187350914666,0.02370809729873191,0.016531333509272737,0.05690472891123465,1.2536241964294979,2,1.0,11.59000015258789,12.497499990463258,1,80,0.8,1.0028993571435982,1.0028993571435982,0.9519754943144436
2006-02-28,88.27838897705078,89.43497011152772,88.20955148988692,88.94617458043948,74394800,-0.00950092250235468,0.10098285836631074,0.09571552052625218,1.0550311779228518,87.69082565307617,84.37422584533691,0.046271987595719585,0.004355722802637407,-0.0024113713891289468,0.013999646308489488,0.07203158756280015,0.08175047843244299,0.01446805826940459,0.006700396758711496,0.046271987595719585,1.1766683335053598,2,1.0,12.34000015258789,12.494999980926513,1,65,0.65,0.764834416778484,0.764834416778484,1.0028993571435982
2006-03-01,89.06314849853516,89.14576813477525,88.4642112855834,88.5330592316632,48641600,0.008889599488368427,0.10192136216022112,0.09518027834407113,1.0708243759466785,87.72665161132812,84.42657733917237,0.05491838358833368,0.004492319725953653,0.007240176317517166,0.030307879199540144,0.07329563978660025,0.08596540222177729,0.02170117055016513,0.015234787406777668,0.05491838358833368,1.1659387077795569,3,1.0,11.539999961853027,12.424499988555908,1,80,0.8,0.9327509662236455,0.9327509662236455,0.764834416778484
2006-03-02,89.0562973022461,89.09760188163945,88.53996905037889,88.73961135235513,60642300,-7.692515259749566e-05,0.09924118989226692,0.0951712910042027,1.042763934849686,87.76795806884766,84.47522727966309,0.05422974486256128,0.00464552330728063,0.014587977890913484,0.03137229711556855,0.0788874972375706,0.08641953591643992,0.025330778163532255,0.014678924538586418,0.05422974486256128,1.1971126852042422,3,1.0,11.720000267028809,12.392500019073486,1,80,0.8,0.9576901481633938,0.9576901481633938,0.9327509662236455
2006-03-03,88.64325714111328,89.54511958273721,88.5675285545564,88.58130025340175,73402500,-0.004637966922552472,0.09078976447529942,0.0955976909030996,0.94970666778266,87.80995376586914,84.51916316986085,0.048794779983376224,0.004612048575803218,0.002882197358056171,0.03215528689746816,0.06047984534543982,0.08093467250848607,0.018543606953001265,0.009489850973683567,0.048794779983376224,1.307335307874027,3,1.0,11.960000038146973,12.32900004386902,1,75,0.75,0.9805014809055204,0.9805014809055204,0.9576901481633938
2006-03-06,88.23704528808594,88.9323634773156,88.01674546778666,88.90483059559497,57478400,-0.004582546559414924,0.09048091752823498,0.09608273411436777,0.9416979893654471,87.84217254638672,84.55695915222168,0.0435219782352777,0.004559921373978426,0.010007323496827425,0.017044862459294263,0.05639527836659708,0.0627430083567353,0.01671212213387732,0.0044952524539474134,0.0435219782352777,1.3117489771892896,3,1.0,12.739999771118164,12.318000030517577,0,60,0.6,0.7870493863135738,0.7870493863135738,0.9805014809055204
2006-03-07,88.0993423461914,88.16129919628204,87.70693320520111,88.02361380561776,61780800,-0.0015606023688230497,0.0905615211634357,0.09531670959597532,0.9501117017918922,87.8688833618164,84.59236865997315,0.041457329328545754,0.004379116036588027,0.013462387595119418,0.014176692626749698,0.05664492164076784,0.06056583254048231,0.017236177751409374,0.0026227599072364167,0.041457329328545754,1.3105942155089594,3,1.0,12.65999984741211,12.299000024795532,0,60,0.6,0.7863565293053756,0.7863565293053756,0.7870493863135738
2006-03-08,88.28524017333984,88.42292559016119,87.55549275757323,87.9134779927259,66692400,0.0021100932447140064,0.08355704919106845,0.09536108794795309,0.8762174487425402,87.89022491455079,84.62928489685059,0.043199647509077614,0.004001369805743282,0.012953900127812723,0.018484725663973745,0.046633656336504625,0.06680013972355647,0.01640334542028222,0.004494416292290785,0.043199647509077614,1.4191602137019146,3,1.0,12.319999694824219,12.235500001907349,0,60,0.6,0.8514961282211487,0.8514961282211487,0.7863565293053756
2006-03-09,87.69319152832031,88.58815737866841,87.69319152832031,88.31278650309224,56313600,-0.0067060886265597475,0.08233819439201957,0.0963439637060766,0.8546274330503421,87.89876190185547,84.66099979400634,0.0358156854005005,0.0035596781857656357,0.01514191655240471,0.009740457113982526,0.037852406927008975,0.07155924198849228,0.01362881333189899,-0.002338717509635519,0.0358156854005005,1.4399160058055103,3,1.0,12.680000305175781,12.228000020980835,0,60,0.6,0.8639496034833062,0.8639496034833062,0.8514961282211487
2006-03-10,88.52623748779297,88.69834698310545,87.73453801124752,87.92041395514441,60490800,0.009499551161889608,0.08811958341463008,0.09818709098589748,0.8974660775649889,87.94172088623047,84.69783069610595,0.045200765594850464,0.0034780346156066955,0.015558822893581459,0.02531477901758339,0.051190128590001605,0.07932957412134156,0.019624744166963543,0.006646635927430655,0.045200765594850464,1.3465053964816953,3,1.0,11.850000381469727,12.164500045776368,1,75,0.75,1.0098790473612715,1.0098790473612715,0.8639496034833062
2006-03-13,88.6914291381836,88.91861483715486,88.4848957295983,88.69830973340375,45479100,0.0018660191043746721,0.08812635271131082,0.09732721121970525,0.9054646856404369,87.98412811279297,84.73579315185548,0.04668199634644597,0.0035171085257941215,0.019144191433848823,0.027880541597949504,0.04385441664066381,0.08897849089676657,0.020195926290915125,0.008038961578205129,0.04668199634644597,1.3464031271277532,3,1.0,11.369999885559082,12.089500045776367,1,75,0.75,1.009802345345815,1.009802345345815,1.0098790473612715
2006-03-14,89.62081909179688,89.65524307941213,88.53997731281584,88.60882528804635,69877300,0.010478915072675843,0.0937771503833507,0.0992754647183884,0.9446155769642117,88.05283432006836,84.77622924804687,0.057145616014309966,0.0041282387786421015,0.027953112488897203,0.0359381222844366,0.05691333418269484,0.09357671076462903,0.027188821726450083,0.017807317434314036,0.057145616014309966,1.2661279592668586,3,1.0,10.739999771118164,11.95900001525879,1,90,0.9,1.1395151633401728,1.1395151633401728,1.009802345345815
2006-03-15,90.02010345458984,90.08895142157333,89.3936331758297,89.60015606733036,53398900,0.004455263484972161,0.08822936017015111,0.09937191414944643,0.8878701887281961,88.13888854980469,84.81798267364502,0.06133275771201816,0.0046991071801414375,0.034411852864391745,0.03956612303853069,0.06754550346869737,0.10759205226198998,0.031960296908570635,0.021343755698962942,0.06133275771201816,1.3448488229790339,3,1.0,11.350000381469727,11.914000034332275,1,100,1.0,1.3448488229790339,1.3448488229790339,1.1395151633401728
2006-03-16,90.20599365234375,90.50890793003799,90.07518880472797,90.1922219566142,65526400,0.002064985382378204,0.08786692987021447,0.09910884744672713,0.8865699898028235,88.1985076904297,84.8632801437378,0.0629567169635288,0.004905544472668444,0.025675369357832434,0.034675945089054805,0.07365727232747332,0.11938325177905407,0.028925722361302485,0.02276099692026747,0.0629567169635288,1.3503335850046103,3,1.0,11.979999542236328,11.897499990463256,0,75,0.75,1.0127501887534578,1.0127501887534578,1.3448488229790339
2006-03-17,90.28131866455078,90.474846914163,90.11544333431094,90.32278749711074,47286800,0.0008350333404378851,0.08457002037792975,0.09837725739809174,0.859650112380244,88.25137176513672,84.90549053192139,0.06331543577394771,0.005026969954278204,0.02292836819136057,0.031488801972784364,0.07507756898897577,0.11806543506452094,0.027503104688932505,0.023001873611849934,0.06331543577394771,1.4023603064485237,3,1.0,12.119999885559082,11.929500007629395,0,75,0.75,1.051770229836393,1.051770229836393,1.0127501887534578
2006-03-20,90.13619995117188,90.47486919815832,89.99796695975897,90.29516736397166,45538500,-0.0016074057792411223,0.08405660095675399,0.09849163797797562,0.8534389587017576,88.30023193359375,84.94609256744384,0.061098836060143595,0.005214572612774804,0.013693138809936833,0.0328209995090436,0.06577065303365348,0.1195921895334624,0.023184388327698032,0.020792335165765657,0.061098836060143595,1.4108252463675637,3,1.0,11.789999961853027,11.918499994277955,1,90,0.9,1.2697427217308073,1.2697427217308073,1.051770229836393
2006-03-21,89.56941986083984,90.5370717736522,89.47265572420861,90.10853584299963,87102700,-0.006288040661122429,0.08707539240843461,0.09949930373529335,0.8751356958244536,88.32316131591797,84.98593204498292,0.053932312155274054,0.005169952510162279,0.010056130179411538,0.02964037880453585,0.06259667082622555,0.11669686841868221,0.020700910251899803,0.014110212161272201,0.053932312155274054,1.362469092882612,3,1.0,11.619999885559082,11.878999996185303,1,90,0.9,1.2262221835943508,1.2262221835943508,1.2697427217308073
2006-03-22,90.11543273925781,90.2052783504082,89.4726342706577,89.51410309834209,51605700,0.006095974265170945,0.08709615987843067,0.09968757551362434,0.873691224103722,88.35246719360352,85.02887504577637,0.05982153345840487,0.0052593138713905585,0.018744675714634784,0.0412735975885945,0.07818407068272148,0.1350375025429158,0.028909409789337228,0.019953778334125913,0.05982153345840487,1.3621479093480966,3,1.0,11.210000038146973,11.845499992370605,1,90,0.9,1.225933118413287,1.225933118413287,1.2262221835943508
2006-03-23,89.92882537841797,90.12235363305972,89.6177985796365,90.03249746251215,46704200,-0.0020707591937085823,0.08731500848267237,0.09983374645098128,0.8746041452580802,88.37625106811524,85.07057964324952,0.05710841228003743,0.005432262706873248,0.01050042834484688,0.03812614070652098,0.08609568392375988,0.13171899739833748,0.026745522933763838,0.01756777744629717,0.05710841228003743,1.3587724449298366,3,1.0,11.170000076293945,11.810500001907348,1,90,0.9,1.222895200436853,1.222895200436853,1.225933118413287
